ID_NORMA,ID_ORDEN,NOMBRE,TIPO,ALCANCE,ESTADO,COD_ORGANO,ORGANO,COD_UD_ORGANICA,UD_ORGANICA,COD_PROCESO,PROCESO,DOC_APROBACION,NRO_DOC_APROBACION,FECHA_APROBACION,STD_APROBACION,DOC_DEROGACION,NRO_DOC_DEROGACION,FECHA_DEROGACION,STD_DEROGACION,LINK,EDITABLE
0181,or001,Informe de desempeño del portafolio de proyectos,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO11_or1.pdf,O1.1.3.FO11_or1.pdf
0182,or001,Plan integrado de actividades con las EPEs,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO12_or1.pdf,O1.1.3.FO12_or1.pdf
0183,or002,Checklist para identificación de iniciativas ,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,18/09/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO13_or2.pdf,O1.1.3.FO13_or2.pdf
0184,or001,Plan para la Gestión del Proyecto,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO2_or1.pdf,O1.1.3.FO2_or1.pdf
0185,or001,Acta de reunión del proyecto,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO3_or1.pdf,O1.1.3.FO3_or1.pdf
0186,or001,Reporte de controversias – Asuntos claves ,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO4_or1.pdf,O1.1.3.FO4_or1.pdf
0187,or003,Informe de desempeño del proyecto ,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO5_or3.pdf,O1.1.3.FO5_or3.pdf
0188,or001,Solicitud de cambio,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO6_or1.pdf,O1.1.3.FO6_or1.pdf
0189,or001,Lecciones aprendidas del proyecto,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO7_or1.pdf,O1.1.3.FO7_or1.pdf
0190,or001,Informe de cierre del proyecto ,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO8_or1.pdf,O1.1.3.FO8_or1.pdf
0191,or002,Selección y priorización de iniciativas,Formato,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.FO9_or2.pdf,O1.1.3.FO9_or2.pdf
0192,or000,Disposiciones aplicables a FONAFE y a las empresas bajo su ámbito del sector no financiero a fin de evaluar los proyectos regulados por el Decreto Legislativo Nº 1224 y/o Decreto Legislativo Nº 674,Lineamiento Corporativo,Corporativo,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,AD,AD N° 001-2017/020-FONAFE ,22/12/17,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.LC1_or0.pdf,O1.1.3.LC1_or0.pdf
0193,or000,Modelo para la Gestión de Portafolio y Proyectos,Manual Corporativo,Corporativo,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,RDE,RDE N° 016-2019/DE-FONAFE ,15/02/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.MC1_or0.pdf,O1.1.3.MC1_or0.pdf
0194,or001,Gestión de Lecciones Aprendidas,Manual Corporativo,Corporativo,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,RDE,RDE N° 061 -2020/DE-FONAFE,10/09/20,300222,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.MC2_or1.pdf,O1.1.3.MC2_or1.pdf
0195,or000,Gestión de Iniciativas y Proyectos en el Centro Corporativo FONAFE,Manual Técnico,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,01/02/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.MI1_or0.pdf,O1.1.3.MI1_or0.pdf
0196,or012,Elaboración y actualización del Portafolio de Proyectos,Procedimiento,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.PR1_or12.pdf,O1.1.3.PR1_or12.pdf
0197,or011,Seguimiento y control del Portafolio de Proyectos,Procedimiento,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.PR2_or11.pdf,O1.1.3.PR2_or11.pdf
0198,or004,Soporte a la Gestión de Proyectos en el Centro Corporativo,Procedimiento,Interno,Vigente,GDC,Gerencia de Desarrollo Corporativo,PC ,Área de Proyectos Corporativos,O1.1.3,Gestión del Portafolio de Proyectos Estratégicos,Otro,-,26/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O1.1.3.PR3_or4.pdf,O1.1.3.PR3_or4.pdf
0199,or005,Formulación de normas vinculadas a la actividad empresarial del Estado y actividades empresariales de las EPE cuya aprobación depende de un ente externo,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ANC,Área Corporativa de Asuntos Normativos,O2.1.1,Formulación normativa,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.1.1.PR1_or5.pdf,O2.1.1.PR1_or5.pdf
0200,or002,​Lineamiento para el proceso de liquidación de Empresas,Lineamiento Corporativo,Corporativo,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.1,Liquidación de empresas,RDE,RDE N° 036-2024/DE-FONAFE,11/04/24,302410,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.1.LC-01_or2.pdf,O2.2.1.LC-01_or2.pdf
0201,or003,Inicio del proceso de liquidación,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.1,Liquidación de empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.1.PR1_or3.pdf,O2.2.1.PR1_or3.pdf
0202,or003,Elaboración de informes situacionales de las empresas en liquidación,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.1,Liquidación de empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.1.PR2_or3.pdf,O2.2.1.PR2_or3.pdf
0203,or005,Preparación y celebración de junta general de accionistas de empresas en liquidación,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.1,Liquidación de empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.1.PR3_or5.pdf,O2.2.1.PR3_or5.pdf
0204,or001,Gestión de la extinción de la empresa en liquidación,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.1,Liquidación de empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.1.PR4_or1.pdf,O2.2.1.PR4_or1.pdf
0205,or001,Participación en junta general de accionistas de empresas con participación minoritaria,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.2,Representación de la Titularidad de Acciones en Empresas con Participación Minoritaria,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.2.PR1_or1.pdf,O2.2.2.PR1_or1.pdf
0206,or001,Gestión de la venta de acciones de empresas con participación minoritaria,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.2.2,Representación de la Titularidad de Acciones en Empresas con Participación Minoritaria,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.2.2.PR2_or1.pdf,O2.2.2.PR2_or1.pdf
0207,or001,Acta de Junta General de Accionistas,Formato,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.1,Coordinación y Participación en JGA de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.FO1_or1.pdf,O2.3.1.FO1_or1.pdf
0208,or001,Seguimiento de acuerdos de JGA del 20..,Formato,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.1,Coordinación y Participación en JGA de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.FO2_or1.pdf,O2.3.1.FO2_or1.pdf
0209,or001,Lineamiento para establecer la Política de Tratamiento de Accionistas Minoritarios en las Empresas bajo el ámbito del FONAFE,Lineamiento Corporativo,Corporativo,Vigente,GRC,"Gerencia Corporativa de Gobernanza, Riesgos y Cumplimiento",BGC,Área de Gobierno Corporativo,E2.1,Administración de Gobernanza Corporativa,RDE,RDE N° 078-2018/DE-FONAFE,10/09/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.LC1_or1.pdf,O2.3.1.LC1_or1.pdf
0210,or000,Manual de Junta General de Accionistas de las empresas bajo el ámbito del FONAFE,Manual Corporativo,Corporativo,Vigente,GRC,"Gerencia Corporativa de Gobernanza, Riesgos y Cumplimiento",BGC,Área de Gobierno Corporativo,E2.1,Administración de Gobernanza Corporativa,RDE,RDE N° 073-2020/DE- FONAFE,13/10/20,300130,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.MC1_or0.pdf,O2.3.1.MC1_or0.pdf
0211,or004,"Coordinación, celebración y participación del JGA de las Empresas bajo el ámbito de FONAFE",Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.1,Coordinación y Participación en JGA de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.PR1_or4.pdf,O2.3.1.PR1_or4.pdf
0212,or002,Seguimiento a la implementación de acuerdos adoptados en JGA,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.1,Coordinación y Participación en JGA de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.1.PR2_or2.pdf,O2.3.1.PR2_or2.pdf
0213,or000,Matriz de absolución de consultas legales,Formato,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.2,Absolución de Temas Legales de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.2.FO1_or0.pdf,O2.3.2.FO1_or0.pdf
0214,or000,Lineamiento para la Solución de Controversias Patrimoniales entre las Empresas bajo el ámbito del FONAFE,Lineamiento Corporativo,Corporativo,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.2,Absolución de Temas Legales de las Empresas bajo el ámbito de FONAFE,RDE,RDE N° 062-2018/DE-FONAFE,09/08/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.2.LC1_or0.pdf,O2.3.2.LC1_or0.pdf
0215,or000,Emisión de opiniones vinculantes dirigidas a las Empresas y Entidad bajo el ámbito de FONAFE,Lineamiento Corporativo,Corporativo,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.2,Absolución de Temas Legales de las Empresas bajo el ámbito de FONAFE,RDE,RDE N° 069-2024/DE-FONAFE,21/10/24,302737,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.2.LC-02_or00.pdf,O2.3.2.LC-02_or00.pdf
0216,or002,Absolución de consultas legales sobre las Empresas bajo el ámbito de FONAFE,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.2,Absolución de Temas Legales de las Empresas bajo el ámbito de FONAFE,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.2.PR1_or2.pdf,O2.3.2.PR1_or2.pdf
0217,or000,​Elaboración o modificación de contratos de mutuo o contratos de préstamo con Empresas bajo el ámbito del FONAFE,Procedimiento,Interno,Obsoleto,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.3,"Elaboración de Resoluciones, Contratos y Convenios de las Empresas bajo el ámbito de FONAFE",Otro,-,16/09/20,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.3.PR2_or0.pdf,O2.3.3.PR2_or0.pdf
0217,or001,Elaboración o modificación de contratos de mutuo o contratos de préstamo con Empresas bajo el ámbito de FONAFE,Procedimiento,Interno,Vigente,GL,Gerencia Corporativa Legal,ALC,Área Corporativa de Asuntos Legales,O2.3.3,"Elaboración de Resoluciones, Contratos y Convenios de las Empresas bajo el ámbito de FONAFE",Acta,Acta N° 003/EOP/2025,31/01/25,304102,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O2.3.3.PR2_or1.pdf,O2.3.3.PR2_or1.pdf
0218,or001,Lineamiento de uso compartido de software en las Empresas de la Corporación FONAFE​,Lineamiento Corporativo,Corporativo,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1,TIC Corporativo,RDE,RDE N° 094-2022/DE-FONAFE,20/09/22,301091,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.0.LC1_or1.pdf,O3.1.0.LC1_or1.pdf
0219,or002,Especificaciones funcionales y técnicas,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO1_or2.pdf,O3.1.1.FO1_or2.pdf
0220,or001,Diseño conceptual,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO2_or1.pdf,O3.1.1.FO2_or1.pdf
0221,or000,Plan de disponibilidad y capacidad de recursos,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO3_or0.pdf,O3.1.1.FO3_or0.pdf
0222,or001,Acta de aprobación,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO4_or1.pdf,O3.1.1.FO4_or1.pdf
0223,or001,Caso de Negocio,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO5_or1.pdf,O3.1.1.FO5_or1.pdf
0224,or001,Cambio de catálogo,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.FO6_or1.pdf,O3.1.1.FO6_or1.pdf
0225,or002,Definición y mantenimiento de los requerimientos funcionales y técnicos ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.PR1_or2.pdf,O3.1.1.PR1_or2.pdf
0226,or002,Elaboración del diseño conceptual del servicio,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.PR2_or2.pdf,O3.1.1.PR2_or2.pdf
0227,or002,Elaboración del Caso de Negocio,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.PR3_or2.pdf,O3.1.1.PR3_or2.pdf
0228,or004,Mantenimiento del catálogo de servicios ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.1,Diseño de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.1.PR4_or4.pdf,O3.1.1.PR4_or4.pdf
0229,or001,Plan de Transición ,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.2,Transición de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.2.FO1_or1.pdf,O3.1.2.FO1_or1.pdf
0230,or000,Requerimiento de cambio,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.2,Transición de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.2.FO2_or0.pdf,O3.1.2.FO2_or0.pdf
0231,or002,Elaboración y/o actualización del Plan General de Transición ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.2,Transición de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.2.PR1_or2.pdf,O3.1.2.PR1_or2.pdf
0232,or002,Implementación del Servicio,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.2,Transición de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.2.PR2_or2.pdf,O3.1.2.PR2_or2.pdf
0233,or002,Producción y administración de liberaciones ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.2,Transición de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.2.PR3_or2.pdf,O3.1.2.PR3_or2.pdf
0234,or002,Anexo Cuadro de Disponibilidad Presupuestal,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.FO1_or2.pdf,O3.1.3.FO1_or2.pdf
0235,or002,"Monitoreo de servicios en operación, capacidad y disponibilidad",Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR1_or2.pdf,O3.1.3.PR1_or2.pdf
0236,or001,Validación del cumplimiento de los acuerdos del nivel de servicio (ANS),Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR2_or1.pdf,O3.1.3.PR2_or1.pdf
0237,or001,Atención de los requerimientos e incidentes del Servicio,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR3_or1.pdf,O3.1.3.PR3_or1.pdf
0238,or002,"Registro, evaluación, priorización y planificación de los requerimientos de cambio ",Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR4_or2.pdf,O3.1.3.PR4_or2.pdf
0239,or001,Autorización e implementación de los cambios ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR5_or1.pdf,O3.1.3.PR5_or1.pdf
0240,or001,Seguimiento y reporte del estado de los cambios ,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,TIC,Área Corporativa de Tecnología de la Información y Comunicaciones,O3.1.3,Operación de Soluciones y Arquitectura de Negocio de las Empresas,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.1.3.PR6_or1.pdf,O3.1.3.PR6_or1.pdf
0241,or000,Directiva de Apoyo a la Persona con Discapacidad,Lineamiento Corporativo,Corporativo,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,O3.2,Talento Humano Corporativo,AD,AD N° 004-2006/031-FONAFE,19/12/06,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.2.0.LC2_or0.pdf,O3.2.0.LC2_or0.pdf
0242,or000,Línea de carrera y Plan de sucesión para FONAFE y las Empresas bajo su ámbito,Lineamiento Corporativo,Corporativo,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,O3.2,Talento Humano Corporativo,RDE,RDE N° 034-2022/DE-FONAFE,20/04/22,303121,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.2.0.LC3_or0.pdf,O3.2.0.LC3_or0.pdf
0243,or000,​Plan de Retiro Incentivado – PRI para el Banco de la Nación,Lineamiento,Corporativo,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,O3.2,Talento Humano Corporativo,AD,AD N° 002-2022/006-FONAFE,31/05/22,303513,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/O3.2.0.LC4_or0.pdf,O3.2.0.LC4_or0.pdf
